filename,width,height,mode,mean_intensity,std_intensity,min_intensity,max_intensity,entropy,sharpness,has_nan
J090611.51+164136.8.jpg,800,800,RGB,44.820186979166664,32.25331722420252,0,255,6.5707545491219514,14015.695399585,False
J232313.66+010025.1.jpg,800,800,RGB,45.73913802083333,32.74523167397036,0,255,6.3432808500682345,14395.831375389998,False
J211613.07+114143.3.jpg,800,800,RGB,43.52313125,35.726324683095235,0,255,6.374360699831989,13859.869379685,False
J124003.25+094020.1.jpg,800,800,RGB,41.576992708333336,33.18219454199591,0,255,6.610739164761701,13469.635772284999,False
J090646.67+522537.2.jpg,800,800,RGB,48.367866666666664,32.103113234138036,0,255,6.541793799315295,14471.710298435002,False
J083321.61+292731.8.jpg,800,800,RGB,43.6283953125,40.90895688214739,0,255,6.377815930610907,11461.655017109999,False
J124624.19+573309.4.jpg,800,800,RGB,39.82065364583333,28.764813665270754,0,255,6.371748234857104,14640.588468739998,False
J124247.22+204108.7.jpg,800,800,RGB,41.7739421875,32.9215819133575,0,255,6.50694256242129,13987.744060435003,False
J111430.50+113545.6.jpg,800,800,RGB,42.069203125,29.12117041150344,0,255,6.497361341664569,14048.418591434996,False
J090725.49+035051.6.jpg,800,800,RGB,45.71857395833333,36.37597297392523,0,255,6.702781840980606,14292.11149621,False
J102012.73+131707.3.jpg,800,800,RGB,40.751840625,31.820666997638494,0,255,6.548609227625672,13164.16815625,False
J135702.24+280642.1.jpg,800,800,RGB,38.78846458333334,31.002008228916864,0,255,6.406704694945293,13369.888356439998,False
J102922.95+483801.8.jpg,800,800,RGB,40.66977708333334,29.3336528281422,0,255,6.352854017731825,13381.697269515,False
J151733.59+335217.0.jpg,800,800,RGB,42.040564583333335,28.824949124232276,0,255,6.3704619849790065,15029.129622140003,False
J101406.73+350849.1.jpg,800,800,RGB,43.13844739583333,32.4164196679618,0,255,6.389105163632595,14242.199909239998,False
J093117.74+084704.3.jpg,800,800,RGB,42.83255416666667,31.275019391433894,0,255,6.5967056105692485,13065.259135889999,False
J152208.99+280533.1.jpg,800,800,RGB,44.59635052083333,33.27180946565428,0,255,6.716867327790033,13185.71177851,False
J222750.51+004236.1.jpg,800,800,RGB,42.30288125,32.61748598704482,0,255,6.190598319616343,14704.904373374999,False
J170657.76+334644.0.jpg,800,800,RGB,41.252376041666665,32.18229184531341,0,255,6.416526204177162,14430.03690326,False
J010614.29-011316.9.jpg,800,800,RGB,41.291594270833336,32.331734915977684,0,255,6.3236536927671345,14289.1577065,False
J085435.09+082630.4.jpg,800,800,RGB,44.326134375,35.37136291542133,0,255,6.602107737849549,13898.314957685,False
J155155.32+274858.0.jpg,800,800,RGB,42.784932291666664,31.522841239951156,0,255,6.461949805640116,14498.609913314998,False
